Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,AdoptionSpeed
Cat,,Domestic Long Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,3,4
Dog,,Mixed Breed,Male,Brown,No Color,Large,Short,Yes,Yes,Healthy,200,3,4
Cat,,Domestic Short Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,1,4
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,2,3
Dog,60,Dachshund,Male,Brown,No Color,Small,Long,Yes,Yes,Healthy,150,,2
Cat,2,Domestic Medium Hair,Male,Black,White,Medium,Short,Yes,Not Sure,Healthy,0,1,3
Cat,2,Siamese,Male,Brown,Cream,Medium,Short,No,No,Healthy,100,5,2
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,3,3
Cat,1,Domestic Short Hair,Female,White,No Color,Small,Medium,No,No,Healthy,0,4,2
Cat,4,American Shorthair,Female,Cream,White,Small,Medium,Yes,No,Healthy,80,13,3
Cat,3,Domestic Short Hair,Male,Gray,White,Small,Short,No,No,Healthy,0,,1
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,2,4
Cat,5,Domestic Short Hair,Female,Cream,No Color,Large,Short,Yes,No,Healthy,0,5,2
Cat,2,Domestic Medium Hair,Female,Black,White,Small,Medium,No,No,Healthy,0,1,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,6,2
Dog,3,Mixed Breed,Female,Black,No Color,Small,Short,Yes,No,Healthy,100,2,4
Cat,6,Domestic Medium Hair,Female,Black,Brown,Small,Medium,Yes,Yes,Healthy,30,3,4
Cat,1,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,1,1
Cat,1,Domestic Short Hair,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,,2
Cat,18,Domestic Short Hair,Male,White,No Color,Medium,Short,No,Yes,Healthy,0,1,4
Dog,12,Mixed Breed,Male,Cream,No Color,Medium,Short,No,No,Healthy,0,3,4
Dog,6,Golden Retriever,Female,Black,No Color,Medium,Short,Yes,Not Sure,Healthy,100,,1
Cat,2,Siamese,Female,Black,Yellow,Small,Medium,No,No,Healthy,0,3,1
Dog,2,Mixed Breed,Female,Golden,No Color,Medium,Short,No,No,Healthy,0,,1
Dog,2,German Shepherd Dog,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,2
Dog,24,Labrador Retriever,Male,Black,White,Large,Medium,Yes,No,Healthy,0,2,1
Dog,2,Mixed Breed,Male,White,No Color,Medium,Medium,No,No,Healthy,0,3,1
Dog,7,Golden Retriever,Female,Brown,No Color,Large,Long,Yes,No,Healthy,500,1,1
Cat,3,Domestic Long Hair,Female,Black,Brown,Small,Medium,No,No,Healthy,0,2,4
Dog,1,Mixed Breed,Female,Black,No Color,Medium,Long,Yes,No,Healthy,0,,3
Cat,5,Domestic Short Hair,Male,Brown,Cream,Medium,Short,No,No,Healthy,0,1,2
Dog,3,Mixed Breed,Male,Cream,No Color,Medium,Medium,No,No,Healthy,0,2,4
Dog,4,Mixed Breed,Male,Brown,No Color,Large,Medium,Yes,No,Healthy,0,5,2
Dog,2,Mixed Breed,Female,Cream,White,Medium,Short,No,No,Healthy,0,5,2
Dog,1,Mixed Breed,Female,Golden,Cream,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,4
Cat,2,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,5,3
Cat,2,Manx,Female,Gray,No Color,Medium,Medium,Yes,No,Healthy,100,4,4
Cat,2,Domestic Short Hair,Male,Golden,White,Small,Short,Yes,No,Healthy,0,2,1
Dog,8,Shih Tzu,Male,Brown,Cream,Small,Medium,Yes,No,Healthy,0,4,3
Cat,6,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,No,No,Healthy,0,6,2
Cat,0,Tabby,Male,Cream,Gray,Medium,Medium,No,No,Healthy,0,,1
Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,1,3
Cat,3,Siamese,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,,5
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,2,2
Dog,3,Mixed Breed,Male,Black,No Color,Medium,Short,Not Sure,No,Healthy,0,2,3
Cat,4,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Minor Injury,0,,2
Cat,3,Domestic Short Hair,Male,Brown,Yellow,Medium,Short,No,No,Healthy,0,5,3
Cat,2,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Healthy,50,5,2
Cat,2,Domestic Medium Hair,Male,Golden,No Color,Medium,Medium,No,No,Healthy,150,4,1
Cat,5,Domestic Long Hair,Male,Yellow,No Color,Medium,Medium,No,No,Healthy,0,2,1
Cat,3,Siamese,Female,Brown,White,Small,Short,Not Sure,Not Sure,Healthy,0,1,2
Dog,3,Mixed Breed,Female,Black,Brown,Large,Medium,Yes,No,Healthy,0,5,2
Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,2,1
Cat,6,Domestic Medium Hair,Female,Brown,Yellow,Small,Medium,Yes,Yes,Healthy,0,2,4
Cat,2,Domestic Medium Hair,Female,Black,Brown,Small,Medium,No,No,Healthy,0,3,3
Dog,2,Mixed Breed,Male,Black,White,Medium,Short,No,No,Healthy,0,2,1
Cat,5,Domestic Medium Hair,Female,Brown,White,Medium,Medium,No,No,Healthy,0,5,1
Dog,1,Schnauzer,Male,White,No Color,Small,Short,No,No,Healthy,0,1,1
Dog,1,Mixed Breed,Female,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,,3
Dog,2,Mixed Breed,Female,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,1,2
Dog,5,Mixed Breed,Male,Black,White,Medium,Medium,No,No,Healthy,0,13,3
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,8,3
Dog,1,Mixed Breed,Male,Cream,White,Medium,Medium,No,No,Healthy,0,3,2
Dog,60,Beagle,Male,Brown,White,Medium,Short,Not Sure,Yes,Healthy,300,,4
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,3
Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Medium,Not Sure,No,Healthy,0,,3
Dog,50,Schnauzer,Female,Black,Gray,Small,Medium,Yes,Not Sure,Healthy,100,4,3
Cat,1,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,4,4
Dog,72,Shih Tzu,Male,Brown,Cream,Small,Short,Yes,No,Serious Injury,0,0,4
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,28,3
Dog,84,Poodle,Male,Black,Brown,Medium,Long,Yes,No,Healthy,0,,2
Cat,24,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,1,4
Cat,1,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,1,3
Cat,8,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,,1
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,3
Cat,8,Tabby,Male,Golden,Yellow,Medium,Short,Yes,No,Healthy,0,3,3
Cat,1,Domestic Short Hair,Female,Black,White,Small,Short,Not Sure,Not Sure,Healthy,10,8,4
Cat,48,Domestic Short Hair,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,,2
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,,1
Dog,56,Shih Tzu,Female,Cream,White,Small,Long,Yes,No,Healthy,0,0,4
Dog,2,Mixed Breed,Male,Brown,White,Small,Short,No,No,Healthy,0,2,2
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,5,2
Dog,54,Golden Retriever,Male,Golden,No Color,Large,Medium,Yes,No,Healthy,350,20,2
Cat,2,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,1,1
Cat,12,Domestic Short Hair,Male,Brown,White,Medium,Medium,Yes,Yes,Healthy,100,,4
Cat,11,Domestic Short Hair,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,1,4
Dog,2,Mixed Breed,Male,Brown,Cream,Medium,Short,No,No,Healthy,150,,6
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,3
Cat,3,Domestic Medium Hair,Male,Black,No Color,Small,Medium,No,No,Healthy,0,,3
Cat,2,Domestic Short Hair,Female,Gray,No Color,Medium,Short,No,No,Healthy,0,,5
Cat,17,Persian,Male,Yellow,White,Medium,Medium,No,Not Sure,Healthy,0,,1
Dog,12,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,2,4
Dog,2,Mixed Breed,Female,White,No Color,Large,Short,Yes,No,Healthy,0,,1
Cat,3,Domestic Medium Hair,Male,Yellow,Cream,Medium,Medium,Not Sure,Not Sure,Healthy,0,,1
Cat,4,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,3,4
Dog,8,Mixed Breed,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,0,3,4
Cat,4,Domestic Medium Hair,Male,White,No Color,Medium,Short,Yes,No,Healthy,30,1,4
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,,1
Cat,6,Domestic Short Hair,Female,Gray,No Color,Small,Short,No,Yes,Healthy,0,,3
Dog,8,Terrier,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,1,2
Cat,2,Domestic Short Hair,Female,Black,Gray,Small,Medium,No,No,Healthy,0,,5
Cat,2,Domestic Short Hair,Female,Black,Gray,Medium,Short,Not Sure,Not Sure,Healthy,0,,0
Cat,3,Domestic Short Hair,Female,Brown,Golden,Medium,Short,No,No,Healthy,0,4,3
Cat,8,Domestic Medium Hair,Male,Gray,White,Medium,Medium,No,No,Healthy,0,3,4
Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,,4
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,4
Cat,14,Domestic Short Hair,Male,Black,White,Large,Short,No,No,Healthy,0,2,4
Cat,14,American Shorthair,Female,Black,Gray,Medium,Medium,Yes,Not Sure,Healthy,0,1,2
Cat,2,Domestic Medium Hair,Female,Brown,No Color,Small,Long,No,No,Healthy,0,0,0
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,,1
Dog,4,Mixed Breed,Female,Black,No Color,Large,Short,Yes,No,Healthy,0,1,2
Cat,5,Domestic Short Hair,Male,Yellow,White,Medium,Short,Yes,Yes,Minor Injury,100,1,4
Dog,7,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,2,4
Dog,3,Mixed Breed,Male,Brown,No Color,Large,Short,No,No,Healthy,0,,4
Dog,2,Shar Pei,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,3
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,1
Dog,6,Mixed Breed,Male,Black,Yellow,Large,Short,Yes,No,Healthy,100,4,4
Dog,3,German Pinscher,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,1
Dog,2,Mixed Breed,Male,Black,Brown,Small,Short,Not Sure,Not Sure,Minor Injury,0,,4
Cat,4,Domestic Short Hair,Male,Yellow,White,Small,Short,No,No,Healthy,0,4,3
Cat,3,Domestic Medium Hair,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,14,4
Cat,3,Calico,Female,Black,Yellow,Medium,Short,No,No,Healthy,50,,3
Dog,3,Mixed Breed,Female,Golden,No Color,Medium,Medium,Yes,No,Healthy,200,3,2
Dog,2,Mixed Breed,Female,Black,White,Large,Short,No,No,Healthy,0,4,4
Cat,7,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,1,1,2
Cat,12,Domestic Short Hair,Male,Black,White,Large,Medium,Yes,No,Healthy,0,1,4
Dog,12,German Shepherd Dog,Female,Black,No Color,Large,Medium,Yes,No,Healthy,0,2,2
Dog,24,Shih Tzu,Male,Gray,White,Small,Long,Not Sure,Not Sure,Healthy,0,2,1
Dog,12,Mixed Breed,Female,Yellow,No Color,Medium,Short,Yes,Yes,Healthy,0,11,4
Cat,4,Domestic Short Hair,Female,Black,White,Small,Medium,No,No,Healthy,0,5,2
Dog,48,Beagle,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,500,,0
Cat,10,Maine Coon,Female,Black,Brown,Large,Long,Yes,No,Healthy,550,9,1
Cat,1,Tuxedo,Male,Black,White,Medium,Medium,No,No,Healthy,50,,3
Cat,24,Siamese,Male,Cream,No Color,Medium,Long,Yes,Yes,Healthy,0,3,4
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Medium,No,No,Healthy,20,1,2
Dog,,Mixed Breed,Male,Golden,Cream,Medium,Medium,Not Sure,No,Healthy,0,2,2
Dog,,Mixed Breed,Female,Golden,No Color,Medium,Short,No,No,Healthy,20,4,2
Dog,,Labrador Retriever,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,3,3
Dog,,Mixed Breed,Female,Black,Brown,Small,Short,No,No,Healthy,0,4,3
Cat,,Domestic Short Hair,Female,Brown,Yellow,Medium,Short,No,No,Healthy,0,2,3
Dog,,Labrador Retriever,Male,Cream,No Color,Large,Medium,Not Sure,Not Sure,Healthy,0,,2
Dog,,Miniature Pinscher,Female,Black,No Color,Small,Short,Not Sure,Not Sure,Healthy,100,1,4
Dog,4,Mixed Breed,Male,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,3
Dog,2,Miniature Pinscher,Male,Black,Brown,Small,Short,No,No,Healthy,0,6,3
Dog,36,Husky,Female,Brown,Cream,Large,Medium,Not Sure,Yes,Healthy,0,3,3
Cat,2,Domestic Medium Hair,Male,Golden,Yellow,Small,Medium,No,No,Healthy,0,3,2
Cat,6,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,3,2
Dog,3,Mixed Breed,Female,Brown,Golden,Medium,Short,Yes,Yes,Healthy,0,,3
Dog,12,German Shepherd Dog,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,10,3
Dog,3,Mixed Breed,Male,Cream,Gray,Medium,Medium,No,No,Healthy,0,1,4
Dog,5,Mixed Breed,Female,Black,White,Large,Short,Yes,No,Healthy,0,,1
Dog,9,Mixed Breed,Male,Gray,No Color,Medium,Short,Not Sure,No,Healthy,0,4,2
Cat,16,Domestic Short Hair,Male,Cream,White,Medium,Short,Yes,Yes,Healthy,100,,3
Dog,5,Mixed Breed,Male,Golden,No Color,Medium,Short,Yes,No,Healthy,0,,2
Cat,2,Persian,Female,Black,Yellow,Medium,Long,No,No,Healthy,550,5,2
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,3
Dog,1,Mixed Breed,Male,Yellow,Cream,Medium,Short,No,No,Healthy,0,2,2
Cat,8,Bengal,Male,Brown,No Color,Medium,Medium,No,No,Healthy,100,2,3
Dog,48,Pomeranian,Male,Brown,Golden,Small,Medium,Yes,No,Healthy,0,3,1
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,,3
Dog,12,Labrador Retriever,Male,Brown,No Color,Large,Short,Not Sure,No,Healthy,0,,2
Cat,2,Domestic Long Hair,Male,Black,White,Small,Medium,Yes,No,Healthy,0,5,2
Cat,12,Tabby,Female,Gray,No Color,Medium,Short,No,No,Healthy,80,1,3
Cat,6,Oriental Short Hair,Female,Brown,No Color,Small,Short,Yes,Yes,Healthy,200,4,4
Dog,60,Beagle,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,,8
Cat,4,Domestic Long Hair,Female,Black,Brown,Medium,Long,Yes,No,Healthy,0,3,0
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,3
Cat,24,Siamese,Male,Brown,Cream,Medium,Medium,Yes,Yes,Healthy,150,1,4
Dog,1,Bull Terrier,Male,Brown,White,Medium,Medium,No,No,Healthy,0,3,2
Dog,2,Mixed Breed,Male,Cream,White,Medium,Short,No,No,Healthy,0,1,2
Dog,4,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Not Sure,Healthy,0,4,4
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,6,2
Cat,2,Domestic Short Hair,Female,Black,Golden,Medium,Short,No,No,Healthy,10,2,2
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,,3
Dog,20,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,,1
Dog,2,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,No,Healthy,0,,0
Dog,15,Mixed Breed,Female,Brown,White,Large,Short,Yes,Yes,Healthy,300,5,4
Dog,9,Shih Tzu,Male,Brown,White,Small,Medium,Not Sure,Yes,Healthy,0,4,2
Cat,18,Domestic Short Hair,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,4,2
Cat,3,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,1,2
Cat,1,Domestic Medium Hair,Female,Brown,Cream,Small,Short,Yes,No,Healthy,0,3,1
Dog,2,Mixed Breed,Male,Brown,Cream,Medium,Medium,Yes,No,Healthy,0,5,2
Cat,2,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,2,3
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,,2
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,4,2
Dog,48,Rottweiler,Female,Black,Brown,Large,Medium,Yes,No,Healthy,0,1,1
Dog,7,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,,0
Dog,24,Spitz,Female,White,No Color,Small,Long,Yes,Not Sure,Healthy,0,,2
Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,,1
Cat,4,Siamese,Female,Cream,No Color,Medium,Medium,No,No,Healthy,150,,4
Cat,6,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,Yes,Healthy,0,7,2
Cat,2,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,,3
Cat,2,Domestic Medium Hair,Male,Black,No Color,Medium,Medium,No,Not Sure,Healthy,0,1,0
Dog,2,Mixed Breed,Female,Yellow,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,5,4
Dog,120,Silky Terrier,Female,Golden,Gray,Small,Medium,Not Sure,Not Sure,Healthy,0,1,0
Dog,12,Golden Retriever,Female,Golden,White,Medium,Medium,Yes,Yes,Healthy,0,,3
Cat,72,Persian,Female,Brown,No Color,Medium,Long,Yes,Yes,Healthy,0,4,1
Cat,5,Tabby,Female,Black,Gray,Medium,Short,Not Sure,No,Healthy,0,,1
Cat,2,Domestic Short Hair,Male,Golden,White,Medium,Short,No,No,Healthy,50,4,2
Dog,27,Poodle,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,200,,2
Dog,1,Mixed Breed,Female,Black,White,Medium,Short,Not Sure,No,Healthy,0,1,3
Dog,6,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,1,4
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,,2
Dog,2,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,No,Healthy,0,1,3
Dog,6,Chihuahua,Female,Brown,No Color,Small,Short,Not Sure,No,Healthy,250,5,4
Dog,24,Mixed Breed,Male,Cream,White,Large,Short,Not Sure,Not Sure,Healthy,0,,2
Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,5,3
Cat,6,Domestic Short Hair,Male,Black,Gray,Small,Short,Yes,Not Sure,Healthy,0,1,4
Dog,4,Yellow Labrador Retriever,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,3
Dog,24,Golden Retriever,Female,Golden,No Color,Medium,Long,Yes,Yes,Healthy,0,0,4
Dog,1,Terrier,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,3,3
Dog,36,Terrier,Female,Black,Cream,Medium,Short,Yes,No,Healthy,0,1,4
Cat,3,Persian,Male,Golden,White,Large,Medium,Not Sure,Not Sure,Healthy,0,,2
Dog,5,Mixed Breed,Male,Black,No Color,Medium,Medium,Yes,No,Healthy,0,,1
Cat,12,Domestic Long Hair,Female,Black,No Color,Medium,Long,No,Yes,Healthy,100,2,4
Cat,2,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,,9
Cat,3,Siamese,Male,Black,Brown,Small,Medium,No,No,Healthy,300,9,3
Dog,60,Beagle,Female,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,,2
Dog,12,Mixed Breed,Female,Cream,White,Medium,Medium,Yes,No,Healthy,0,,3
Dog,4,Dalmatian,Male,Black,White,Medium,Short,Yes,No,Healthy,0,3,2
Cat,24,Snowshoe,Male,Cream,No Color,Small,Short,Yes,Yes,Healthy,500,1,4
Dog,60,Shih Tzu,Male,Brown,Cream,Small,Long,Yes,Yes,Healthy,100,1,1
Cat,6,Domestic Short Hair,Male,White,No Color,Medium,Short,Yes,Yes,Healthy,100,,1
Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,5,4
Dog,2,Spitz,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,,1
Dog,120,Mixed Breed,Female,Black,White,Medium,Medium,Not Sure,Not Sure,Minor Injury,0,,3
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,11,1
Cat,2,Domestic Short Hair,Male,Gray,No Color,Medium,Short,No,No,Healthy,0,1,4
Cat,7,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,Not Sure,Healthy,0,1,1
Dog,36,Jack Russell Terrier,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,300,4,4
Cat,2,Oriental Short Hair,Female,Black,Gray,Small,Short,No,Not Sure,Healthy,50,,2
Cat,2,Domestic Short Hair,Female,Yellow,White,Small,Short,No,No,Healthy,0,3,2
Dog,8,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,3
Cat,3,Domestic Short Hair,Male,Black,Gray,Small,Short,Yes,No,Healthy,0,7,1
Dog,12,Chihuahua,Male,Cream,White,Small,Short,Yes,No,Healthy,50,3,3
Dog,2,Mixed Breed,Female,Black,Brown,Large,Short,No,No,Healthy,0,,4
Cat,4,Domestic Medium Hair,Male,Golden,No Color,Small,Medium,No,No,Healthy,0,,1
Dog,7,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,,0
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,5,4
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,4,1
Dog,7,Mixed Breed,Male,Brown,Golden,Medium,Medium,Yes,Yes,Healthy,0,,7
Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,1,1
Dog,12,Mixed Breed,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,,2
Cat,9,Domestic Short Hair,Female,Golden,No Color,Small,Short,Not Sure,No,Healthy,1,2,4
Cat,4,Domestic Short Hair,Male,Black,Gray,Small,Short,No,No,Healthy,0,,10
Cat,2,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,Not Sure,Healthy,0,5,2
Dog,5,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,,3
Cat,3,Domestic Short Hair,Female,Brown,Yellow,Medium,Short,No,No,Healthy,0,,4
Cat,36,Persian,Male,White,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,1
Dog,1,Mixed Breed,Female,White,No Color,Medium,Medium,Yes,No,Healthy,0,2,1
Dog,2,Mixed Breed,Female,White,No Color,Medium,Medium,No,No,Healthy,0,,5
Dog,2,Belgian Shepherd Malinois,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,4,3
Cat,2,Domestic Short Hair,Female,White,No Color,Medium,Short,No,No,Healthy,0,0,4
Dog,2,Mixed Breed,Male,Cream,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,4
Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,,1
Dog,48,Poodle,Male,Cream,No Color,Small,Medium,No,No,Healthy,0,2,2
Cat,0,Domestic Short Hair,Female,White,No Color,Medium,Short,No,No,Healthy,0,1,2
Cat,5,Tabby,Male,Yellow,White,Medium,Long,No,No,Healthy,0,,2
Cat,12,Domestic Short Hair,Male,Brown,Cream,Medium,Short,No,No,Healthy,50,1,1
Dog,13,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,1,,4
Cat,12,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,4
Dog,2,Terrier,Female,Black,White,Medium,Short,No,No,Healthy,0,,11
Dog,24,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,,1
Cat,24,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,5,3
Dog,60,Pekingese,Male,Brown,Cream,Small,Long,Yes,No,Healthy,0,3,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,2
Cat,4,Domestic Short Hair,Male,White,No Color,Small,Short,Yes,No,Healthy,0,4,3
Dog,6,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,4,3
Dog,7,Mixed Breed,Female,Black,Brown,Small,Short,Not Sure,Yes,Healthy,0,,7
Cat,4,Domestic Long Hair,Male,Yellow,No Color,Large,Long,No,No,Healthy,150,,1
Cat,12,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,,1
Dog,10,Dachshund,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,,5
Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,50,2,4
Dog,2,Terrier,Female,Brown,White,Medium,Short,No,No,Healthy,0,,1
Dog,2,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,3,2
Cat,12,Domestic Medium Hair,Female,White,No Color,Medium,Medium,No,Not Sure,Healthy,0,1,4
Cat,10,Domestic Short Hair,Female,Black,White,Small,Short,Yes,Yes,Healthy,0,1,2
Cat,6,Domestic Short Hair,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,1,2
Cat,44,Siamese,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,,19
Dog,9,Shar Pei,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,,1
Cat,2,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,Not Sure,Healthy,0,,4
Cat,2,Domestic Medium Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,6,1
Dog,36,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,4
Dog,4,Mixed Breed,Female,Yellow,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,4
Cat,3,Domestic Short Hair,Male,Golden,Yellow,Medium,Short,No,No,Healthy,0,1,1
Cat,9,Domestic Short Hair,Male,Black,Yellow,Medium,Medium,No,No,Minor Injury,0,1,4
Cat,24,Domestic Short Hair,Female,Yellow,Gray,Medium,Short,Yes,Yes,Healthy,0,,3
Dog,2,Poodle,Male,Brown,Golden,Small,Medium,Yes,No,Healthy,200,,0
